z,u,V,T,lambda,eField,AR,N2,O2,H2,H2O,H2O2,CO,CO2,CH2O,HCO3H,CH4,CH3OH,CH3OOH,C2H2,CH2CO,C2H2O2,C2H4,C2H4O,CH3CHO,C2-OQOOH,CH3CO3H,C2H6,C2H5OOH,C3H2,AC3H4,PC3H4,C2H3CHO,C3H6,C3H5OH,CH3COCH3,C3H6O,C2H5CHO,C3H8,C4H2,C4H4,C4H6,IC3H5CHO,MACRIL,NC4H8,IC4H8,C4H7OH,IC3H7CHO,C4H8O,NC4-OQOOH,CYC5H6,CYC5H8,C5H8,C5EN-OQOOH-35,IC5H10,NC5H10,NC5H10-O,NC5-OQOOH,C6H4O2,C6H6,C6H5OH,CYC6H10,C5H9CHO,CYC6H10-ONE,C6H5CHO,C7H8,C6H5CH2OH,CRESOL,C6H5OCH3,CH3CH3-C5H6,MCYC6-OQOOH,MCYC6,NC7H14,NC7H14O,NC7-OQOOH,NC7H15OOH,C6H5C2H,BZFUR,C6H5C2H3,XYLENE,IC8H16,IC8H16O,IC8-OQOOH,IC8H18,INDENE,TMBENZ,NPBENZ,C10H8,C10H7OH,C10H10,TETRALIN,DCYC5,KHDECA,DECALIN,NC10H20,NC20MOOH,NC10-OQOOH,NC10H22,DIBZFUR,NC12-OQOOH,NC12H26,C16H10,NC16-OQOOH,IC16-OQOOH,NC16H34,IC16H34,BIN1B,O,H,OH,HO2,CH,HCO,HCO3,CH2,CH2S,CH3,CH2OH,CH3O,CH3OO,C2H,HCCO,C2H3,CH2CHO,CH3CO,CH3OCO,CH3CO3,C2H5,C2H4OH,C2-QOOH,C2H5OO,C2-OOQOOH,C3H3,CH2CCH3,CH2CHCH2,CHCHCH3,CH3COCH2,C3H5OO,IC3H7,NC3H7,NC3H7OO,IC3H7OO,NC3-QOOH,IC3-QOOH,NC3-OOQOOH,IC3-OOQOOH,C4H3,C4H5,SC4H7,CH2C3H5,IC4H7,NC4H9P,NC4H9S,IC4H9P,IC4H9T,CH3CCH2OHCH3,CH3CHCHOHCH3,NC4-QOOH,IC4T-QOOH,IC4P-QOOH,NC4H9-OO,IC4H9P-OO,IC4H9T-OO,IC4T-OOQOOH,NC4-OOQOOH,CYC5H5,C5H7,NC5H9-3,C5EN-OO-3,C5EN-QOOH-35,C5EN-OOQOOH-35,NEOC5H11,NC5H11,NEOC5-QOOH,NEOC5H11-OO,NC5H12OO,NC5-QOOH,NEOC5-OOQOOH,NC5-OOQOOH,C6H5,C6H5O,CYC6H9,CYC6H11,C6H4CH3,C7H7,RCRESOLO,RCRESOLC,NC7H13,RMCYC6,RMCYC6-OO,MCYC6T-QOOH,MCYC6-QOOH,NC7H13O2,MCYC6-OOQOOH,MCYC6T-OOQOOH,NC7H15,NC7-QOOH,NC7H15-OO,NC7-OOQOOH,C6H4C2H,C6H5C2H2,RXYLENE,IC8H17,IC8-QOOH,IC8H17-OO,IC8T-QOOH,IC8-OOQOOH,INDENYL,RC9H11,C10H7,C10H7O,RTETRALIN,RTETRAOO,RDECALIN,RDECOO,QDECOOH,ZDECA,NC10H19,NC10H21,NC10-QOOH,NC10H21-OO,NC10-OOQOOH,NC12H25,NC12-QOOH,NC12H25-OO,NC12-OOQOOH,C16H9,IC16H33,NC16H33,IC16H33-OO,NC16-QOOH,IC16-QOOH,NC16H33-OO,IC16T-QOOH,IC16T-OOQOOH,NC16-OOQOOH,IC16-OOQOOH,Z_l
0,0.906404,5.54983e-19,800,-6512.41,0,0.0137895,0.754249,0.231956,3.99998e-08,4.27419e-08,4.52745e-11,2.44383e-09,8.53617e-10,3.58207e-11,0,9.52784e-12,1.19538e-11,4.41448e-17,1.54503e-11,3.27536e-12,1.03721e-14,2.96849e-11,2.46098e-13,1.35591e-12,1.31633e-16,3.19475e-22,3.57744e-13,3.69578e-22,8.1052e-25,1.37409e-13,2.71307e-13,1.06594e-12,3.59947e-12,3.64934e-13,1.75886e-14,3.51566e-14,7.56971e-14,4.74234e-15,2.34267e-15,3.18218e-14,5.76629e-13,1.24218e-14,2.69121e-16,3.31673e-13,2.3567e-13,2.47983e-14,1.15426e-14,2.94695e-15,2.96446e-17,1.31473e-13,3.85592e-14,7.3576e-13,0,7.08712e-16,1.42965e-13,1.59077e-15,1.95301e-17,8.60071e-14,6.58838e-14,8.70561e-14,2.27901e-13,6.22731e-16,9.07289e-16,7.60722e-14,4.30642e-06,5.76895e-14,2.50864e-14,1.34585e-15,2.08131e-15,4.39645e-22,1.08201e-13,3.09096e-14,3.67087e-14,1.68477e-17,1.3415e-20,4.41462e-16,2.19639e-17,1.00108e-16,1.6443e-16,5.21556e-15,8.33755e-16,1.26053e-21,0,1.17225e-14,8.02503e-21,1.76418e-17,7.62866e-17,1.04019e-16,3.34939e-17,3.49195e-15,9.96659e-14,8.23999e-15,5.70181e-07,5.89128e-14,2.50286e-17,5.39568e-18,3.08766e-20,7.5185e-16,9.67173e-16,7.20058e-08,0,0,5.40342e-21,0,7.32952e-12,7.44073e-18,3.49901e-13,9.80573e-17,3.58035e-13,4.57404e-11,0,4.50956e-19,1.52787e-16,0,0,6.61072e-14,1.37586e-20,5.51502e-18,2.67448e-12,2.45197e-25,6.89374e-20,1.65943e-16,2.75993e-16,4.7254e-19,1.8975e-29,3.32176e-17,1.06344e-17,0,6.52483e-19,1.0703e-16,5.06732e-17,1.51555e-18,6.14172e-19,3.81433e-13,5.10501e-24,4.42487e-19,1.59368e-15,1.45741e-21,7.21604e-17,1.16673e-15,2.99921e-20,4.5743e-18,3.88988e-23,8.68575e-17,7.38679e-22,9.09002e-25,4.21544e-20,7.75658e-19,1.92159e-17,1.36853e-14,1.73031e-19,7.14404e-20,4.65008e-23,4.51524e-22,2.951e-24,4.47896e-23,5.29526e-20,3.98203e-23,7.62983e-24,2.0759e-18,5.8084e-22,1.16517e-20,4.84156e-22,7.70238e-19,3.9763e-16,1.39879e-22,4.82432e-19,5.59859e-18,8.18167e-21,2.48904e-20,1.66646e-22,1.82616e-19,8.22847e-23,1.61861e-21,1.35371e-18,2.53853e-20,1.77822e-21,3.42716e-19,2.44952e-16,4.08534e-13,1.46523e-14,4.88833e-17,2.06781e-15,2.31541e-12,6.21427e-13,1.36683e-13,2.31872e-21,2.4471e-23,1.24715e-22,1.60738e-24,1.88428e-24,3.7953e-19,4.50203e-24,1.06232e-23,4.36464e-19,6.44632e-19,6.94618e-18,1.43746e-18,1.04266e-26,1.84326e-18,0,4.04617e-22,3.81436e-23,9.66494e-21,6.37393e-23,6.76801e-22,2.08147e-17,6.03487e-24,7.11737e-27,3.6789e-17,7.07042e-25,1.82312e-23,4.70723e-15,5.26263e-14,4.81607e-17,4.49959e-16,3.96045e-22,1.44029e-19,1.26721e-19,1.22393e-18,2.43347e-19,1.78222e-17,1.56081e-17,1.47766e-16,4.15138e-17,2.26142e-21,1.74865e-21,0,2.6459e-20,0,8.72979e-22,0,4.28628e-22,7.06236e-21,0,6.49178e-20,3.49507e-05
0.0005,0.900576,8.13845,798.475,-6512.41,0,0.0137888,0.754211,0.231945,8.45561e-08,1.80017e-07,2.31014e-10,1.24582e-08,5.20753e-09,2.0911e-10,0,4.48054e-11,7.10496e-11,2.8198e-16,9.06496e-11,2.19226e-11,8.11849e-14,1.76435e-10,1.84374e-12,9.14835e-12,1.06826e-15,2.37905e-21,2.29649e-12,2.84262e-21,5.33162e-26,1.02703e-12,2.02849e-12,7.73978e-12,2.42058e-11,3.07613e-12,1.48237e-13,2.96237e-13,6.38069e-13,3.70632e-14,1.91158e-14,2.80062e-13,5.10619e-12,1.14123e-13,2.9405e-15,2.64459e-12,1.87904e-12,2.45039e-13,9.76794e-14,2.8238e-14,2.41336e-16,1.21984e-12,3.59211e-13,6.85436e-12,4.75331e-17,6.61592e-15,1.337e-12,1.69944e-14,2.15613e-16,9.05087e-13,6.41454e-13,9.04734e-13,2.21881e-12,6.3382e-15,9.19883e-15,8.34954e-13,4.67527e-05,6.33286e-13,2.81964e-13,1.43577e-14,2.16777e-14,5.07849e-21,1.18272e-12,3.7792e-13,4.65802e-13,2.18272e-16,1.72047e-19,5.07053e-15,3.81435e-16,5.99726e-16,1.92288e-15,6.34499e-14,1.0484e-14,1.61246e-20,0,1.40254e-13,9.48503e-20,1.70264e-16,9.51332e-16,6.05595e-16,4.44574e-16,4.44156e-14,1.27082e-12,1.07356e-13,7.27884e-06,8.81553e-13,3.01005e-17,8.41243e-17,3.08751e-20,8.14892e-16,1.6543e-14,1.19015e-06,0,0,1.07054e-19,0,1.41287e-10,7.44087e-18,1.26816e-12,1.70476e-16,1.3168e-12,2.32089e-10,0,2.61418e-18,1.00715e-15,0,0,3.0974e-13,8.14684e-20,3.2656e-17,1.70704e-11,1.42628e-24,2.95629e-19,5.19817e-17,1.85483e-15,3.17574e-18,1.34809e-28,2.41781e-16,6.77845e-17,0,5.14561e-18,8.43734e-16,4.20682e-16,3.18703e-19,4.21166e-18,2.60579e-12,3.48754e-23,3.73264e-18,1.19451e-14,1.13433e-20,5.61636e-16,1.0366e-14,2.61953e-19,4.06409e-17,3.39745e-22,8.02088e-16,6.7052e-21,7.97687e-24,3.72197e-19,6.16772e-18,1.52797e-16,1.08832e-13,1.56162e-18,6.44754e-19,4.19673e-22,4.07503e-21,2.92096e-23,4.43336e-22,5.20349e-19,3.91302e-22,7.4976e-23,2.03992e-17,5.70773e-21,1.14498e-19,4.90328e-21,7.80057e-18,3.51024e-15,1.30049e-21,4.50303e-18,5.58983e-17,8.16887e-20,2.54752e-19,1.69751e-21,1.86019e-18,8.96089e-22,1.76268e-20,1.47421e-17,2.76448e-19,1.98402e-20,3.82381e-18,2.34464e-15,4.24043e-12,1.42445e-13,4.76584e-16,2.26157e-14,2.5106e-11,6.97592e-12,1.53447e-12,2.89517e-20,2.67178e-22,1.42803e-21,1.8405e-23,2.15757e-23,5.04394e-18,5.24296e-23,1.23716e-22,5.34168e-18,8.27974e-18,8.92176e-17,1.87732e-17,1.16229e-25,1.14673e-19,1.0189e-17,4.92607e-21,4.84443e-22,1.2275e-19,8.09522e-22,8.71743e-21,2.45555e-16,1.53614e-22,9.02334e-26,4.60252e-16,8.98747e-24,2.35635e-22,6.00564e-14,6.81884e-13,6.24023e-16,5.89383e-15,5.92249e-21,2.1563e-18,1.96514e-18,1.89802e-17,3.81383e-18,2.94454e-16,2.6587e-16,2.51706e-15,7.12972e-16,3.69189e-20,3.36996e-20,0,5.22823e-19,0,1.72498e-20,0,8.46958e-21,1.40298e-19,0,1.28963e-18,3.84139e-05
0.001,0.886651,16.2762,796.953,-6512.41,0,0.0137877,0.754148,0.231925,1.78639e-07,7.57056e-07,1.17675e-09,6.33909e-08,3.1705e-08,1.20986e-09,9.27901e-19,2.10337e-10,4.21484e-10,4.14521e-15,5.30503e-10,1.44635e-10,6.34212e-13,1.04342e-09,1.3208e-11,6.12625e-11,6.83473e-15,4.59919e-20,1.4712e-11,5.30617e-20,1.01926e-24,7.65381e-12,1.51312e-11,5.44158e-11,1.6167e-10,2.5871e-11,1.24666e-12,2.32942e-12,5.29555e-12,2.88992e-13,1.65455e-13,2.45961e-12,3.97397e-11,1.04018e-12,3.20632e-14,2.09938e-11,1.49486e-11,2.41549e-12,8.2475e-13,2.63259e-13,1.34216e-15,9.25412e-12,3.30795e-12,5.22588e-11,1.55168e-16,6.1715e-14,1.14853e-11,1.64712e-13,1.18956e-15,7.59996e-12,6.18443e-12,8.83731e-12,1.57425e-11,6.41563e-14,9.30771e-14,8.85174e-12,0.000112503,6.93897e-12,3.14757e-12,1.51118e-13,2.25242e-13,7.43975e-20,8.15174e-12,3.37989e-12,3.7901e-12,1.08447e-15,3.53757e-18,5.64668e-14,4.89671e-15,6.49314e-15,2.2417e-14,7.69442e-13,1.3122e-13,9.59054e-20,0,9.15072e-13,1.12006e-18,1.86653e-15,1.2023e-14,7.27609e-15,5.65234e-15,2.82142e-13,7.95064e-12,6.05604e-13,2.12552e-05,7.02284e-12,1.22666e-16,5.92201e-16,3.08726e-20,1.65691e-15,1.20783e-13,4.19668e-06,0,0,7.84978e-19,0,4.48158e-10,7.45053e-18,2.89086e-12,8.6125e-16,3.22201e-12,1.13535e-09,0,1.39105e-17,6.50258e-15,2.0567e-22,1.14794e-23,1.82152e-12,4.78747e-19,3.83596e-16,1.04219e-10,3.71479e-23,1.68917e-18,2.51471e-16,1.1142e-14,2.21646e-17,6.59349e-27,1.72071e-15,3.97351e-16,9.72914e-20,3.10329e-17,5.13676e-15,2.63938e-15,1.9228e-18,6.80413e-17,1.75967e-11,6.86438e-22,2.63432e-17,8.24989e-14,5.38555e-20,2.71194e-15,5.19151e-14,1.29098e-18,2.02258e-16,1.66535e-21,4.14208e-15,3.4118e-20,1.68893e-22,4.33028e-18,3.44265e-17,7.38164e-16,8.8172e-13,7.19851e-18,2.95598e-18,2.38992e-21,1.461e-20,6.21672e-22,1.00879e-20,2.46716e-18,1.45848e-21,4.45061e-22,9.6992e-17,3.38955e-20,4.31936e-19,1.89657e-20,3.8321e-17,2.52791e-14,1.46953e-20,1.1855e-17,1.52705e-16,2.21876e-19,7.09622e-19,5.57217e-21,9.20602e-18,3.02609e-21,6.00872e-20,7.53818e-17,1.40317e-18,6.99881e-20,2.00786e-17,7.4545e-15,1.80325e-11,1.38154e-12,2.33445e-15,1.29209e-13,8.05756e-11,3.04368e-11,7.76166e-12,5.75101e-19,3.46841e-21,1.91725e-20,2.44718e-22,2.86632e-22,1.03542e-16,7.16113e-22,1.70021e-21,2.4168e-17,3.84358e-17,4.18071e-16,9.03378e-17,3.12331e-24,7.98648e-21,1.47805e-16,2.42299e-20,2.47317e-21,6.34495e-19,4.13459e-21,4.63922e-20,2.963e-15,2.08252e-21,2.80263e-24,5.86667e-15,1.07256e-22,2.8993e-21,3.01181e-13,3.54907e-12,3.19706e-15,3.13243e-14,8.3051e-20,1.41017e-17,1.31441e-17,1.282e-16,2.64561e-17,1.99995e-15,1.84374e-15,1.76548e-14,5.12647e-15,6.05432e-19,2.03527e-19,0,3.3017e-18,0,1.10444e-19,0,5.32256e-20,9.21174e-19,0,8.82914e-18,3.84045e-05
0.0015,0.864622,24.4129,795.434,-6512.41,0,0.0137859,0.754047,0.231894,3.7601e-07,3.16031e-06,5.94439e-09,3.19877e-07,1.91321e-07,6.94271e-09,4.30422e-17,9.79559e-10,2.47858e-09,5.81592e-14,3.0769e-09,9.45082e-10,4.9075e-12,6.11648e-09,9.44337e-11,4.06443e-10,4.22986e-14,6.96073e-19,9.34007e-11,1.0251e-18,1.77873e-23,5.64908e-11,1.118e-10,3.7779e-10,1.07047e-09,2.15471e-10,1.03829e-11,1.8448e-11,4.35673e-11,2.23182e-12,1.42845e-12,2.13896e-11,3.16285e-10,9.38819e-12,3.4605e-13,1.65113e-10,1.17785e-10,2.35722e-11,6.89628e-12,2.45379e-12,7.83196e-15,7.29099e-11,3.02703e-11,4.14028e-10,4.06459e-16,5.70073e-13,9.83981e-11,1.63915e-12,6.28143e-15,7.11401e-11,5.89971e-11,8.69674e-11,1.17241e-10,6.42664e-13,9.32342e-13,9.47251e-11,0.000209092,7.52928e-11,3.48288e-11,1.57274e-12,2.31664e-12,1.39526e-18,6.02591e-11,3.11967e-11,3.11333e-11,5.00222e-15,7.20258e-17,6.208e-13,6.09797e-14,7.52403e-14,2.58551e-13,9.23615e-12,1.62672e-12,2.90022e-18,0,6.37495e-12,1.30913e-17,2.0511e-14,1.50549e-13,9.49954e-14,7.08927e-14,1.91094e-12,5.13657e-11,3.18327e-12,4.81643e-05,5.59107e-11,1.59183e-15,3.51862e-15,3.08687e-20,1.27727e-14,7.43681e-13,1.13039e-05,3.25662e-17,0,2.71731e-17,0,6.27968e-09,7.65954e-18,5.6205e-12,3.16344e-15,7.70733e-12,5.55328e-09,1.14293e-26,7.33166e-17,5.0987e-14,2.45666e-21,1.59858e-22,1.06293e-11,2.57973e-18,5.19511e-15,6.31414e-10,1.18974e-21,9.75838e-18,1.10779e-15,6.9099e-14,1.32569e-16,4.0042e-25,1.15719e-14,2.09462e-15,1.3818e-18,1.68787e-16,2.81471e-14,1.50317e-14,5.67804e-17,1.1075e-15,1.23987e-10,1.48739e-20,1.6162e-16,5.94472e-13,2.56857e-19,1.1902e-14,2.36446e-13,6.40385e-18,9.15389e-16,8.31277e-21,1.9465e-14,1.77164e-19,3.46587e-21,6.05533e-17,2.86776e-16,3.23636e-15,7.0913e-12,3.06579e-17,1.25255e-17,6.70148e-20,2.69935e-19,1.32415e-20,2.41498e-19,1.08117e-17,2.79546e-20,1.29831e-20,4.26234e-16,9.89618e-19,8.38102e-18,3.76796e-19,1.74075e-16,1.95422e-13,2.12062e-19,2.44122e-17,3.26164e-16,4.71154e-19,1.54518e-18,9.10961e-20,4.18046e-17,5.08035e-20,1.01866e-18,3.53745e-16,6.53569e-18,1.22399e-18,9.67827e-17,1.95099e-14,7.71578e-11,1.32655e-11,1.03764e-14,5.64352e-13,2.1263e-10,1.26527e-10,4.06834e-11,1.13298e-17,5.35032e-20,3.06155e-19,3.87029e-21,4.5288e-21,2.10374e-15,1.16378e-20,2.78256e-20,1.01051e-16,1.64886e-16,1.81056e-15,4.01753e-16,8.10371e-23,2.41448e-20,1.74156e-15,6.21436e-19,6.56573e-20,1.70623e-17,1.0985e-19,1.28118e-18,3.54552e-14,2.7107e-20,8.43857e-23,7.41221e-14,1.51223e-21,4.23495e-20,1.37077e-12,1.6768e-11,1.48679e-14,1.5115e-13,1.34027e-18,7.71319e-17,7.35431e-17,7.24386e-16,1.53535e-16,1.13616e-14,1.06956e-14,1.03594e-13,3.08383e-14,9.82535e-18,6.00136e-18,0,1.01556e-16,0,3.42543e-18,0,1.62578e-18,2.93521e-17,0,2.90233e-16,3.84086e-05
0.002,0.834555,32.5482,793.959,-6512.41,0,0.0137831,0.75389,0.231842,7.85343e-07,1.30057e-05,2.95576e-08,1.58902e-06,1.13547e-06,3.92375e-08,9.22751e-16,4.49312e-09,1.43379e-08,7.98706e-13,1.75514e-08,6.07591e-09,3.73075e-11,3.52883e-08,6.71395e-10,2.65337e-09,3.07016e-13,1.14226e-17,5.83032e-10,2.60188e-17,3.6767e-22,4.09633e-10,8.11661e-10,2.5742e-09,6.97608e-09,1.76256e-09,8.49286e-11,1.4644e-10,3.53185e-10,1.69326e-11,1.21206e-11,1.82659e-10,2.57165e-09,8.32424e-11,3.66504e-12,1.27638e-09,9.11673e-10,2.2581e-10,5.6631e-11,2.26273e-11,5.71423e-14,6.00857e-10,2.72721e-10,3.43057e-09,1.95032e-15,5.17003e-12,8.46578e-10,1.64954e-11,4.15389e-14,7.02996e-10,5.52813e-10,8.58137e-10,9.4688e-10,6.31874e-12,9.16695e-12,1.00379e-09,0.000345178,8.02026e-10,3.78717e-10,1.60624e-11,2.33853e-11,3.9346e-17,5.09636e-10,3.11768e-10,2.85396e-10,2.8778e-14,1.41778e-15,6.69549e-12,7.43781e-13,8.61388e-13,2.92599e-12,1.08712e-10,1.97547e-11,1.37896e-16,0,5.33122e-11,1.50123e-16,2.21428e-13,1.84945e-12,1.22558e-12,8.72003e-13,1.59942e-11,4.04456e-10,1.97933e-11,9.66422e-05,5.25282e-10,2.42599e-14,2.37295e-14,3.08628e-20,1.56591e-13,5.18882e-12,2.6535e-05,1.3372e-15,1.23178e-51,1.42889e-15,0,1.14836e-07,1.18688e-17,1.2681e-11,1.27859e-14,2.27733e-11,2.7044e-08,4.09695e-25,4.68423e-16,5.32505e-13,3.4189e-20,2.72326e-21,6.1433e-11,1.71536e-17,8.25405e-14,3.78484e-09,4.39646e-20,6.03837e-17,5.8924e-15,4.7373e-13,9.01523e-16,3.02573e-23,8.8542e-14,1.30235e-14,2.38273e-17,1.08255e-15,1.81751e-13,1.0093e-13,2.0948e-15,1.75182e-14,9.08829e-10,4.12128e-19,1.1106e-15,4.45227e-12,2.04636e-18,6.28148e-14,1.29379e-12,5.32772e-17,4.97805e-15,7.18368e-20,1.09808e-13,1.59903e-18,8.64836e-20,1.54191e-15,5.68207e-15,1.70567e-14,5.60406e-11,1.61978e-16,6.58841e-17,3.18091e-18,9.08266e-18,3.54754e-19,7.67645e-18,5.87454e-17,9.64225e-19,6.34028e-19,2.32225e-15,4.8398e-17,2.92756e-16,1.33884e-17,9.79646e-16,1.6062e-12,4.56147e-18,5.15888e-17,7.15607e-16,1.02786e-18,3.45583e-18,2.64657e-18,2.32085e-16,1.50965e-18,3.05766e-17,2.02776e-15,3.71925e-17,3.76378e-17,5.69482e-16,6.03382e-14,4.56433e-10,1.25053e-10,5.54075e-14,2.70658e-12,6.58928e-10,7.05924e-10,2.81252e-10,2.1679e-16,1.23818e-18,7.33004e-18,9.17994e-20,1.07311e-19,4.13026e-14,2.83456e-19,6.82634e-19,5.25989e-16,8.79957e-16,9.75251e-15,2.2205e-15,2.55323e-21,7.34218e-19,1.98444e-14,2.80079e-17,3.01359e-18,7.94244e-16,5.05219e-18,6.04726e-17,4.16442e-13,3.45865e-19,3.0807e-21,9.18765e-13,3.45574e-20,1.00422e-18,7.49148e-12,9.50304e-11,8.29734e-14,8.74331e-13,3.44273e-17,4.79554e-16,4.67395e-16,4.64832e-15,1.01108e-15,7.32894e-14,7.04019e-14,6.8958e-13,2.10281e-13,1.56337e-16,3.00216e-16,5.55479e-55,5.23872e-15,7.07854e-55,1.74142e-16,6.9582e-54,8.25866e-17,1.54442e-15,2.46391e-54,1.51907e-14,3.84328e-05
0.0025,0.796725,40.6844,792.774,-6512.41,0,0.0137787,0.753639,0.231744,1.62008e-06,5.23671e-05,1.43468e-07,7.7084e-06,6.57199e-06,2.16328e-07,1.93985e-14,2.01393e-08,8.09061e-08,1.07336e-11,9.7633e-08,3.80505e-08,2.76166e-10,1.98622e-07,4.67659e-09,1.68867e-08,2.52967e-12,2.19883e-16,3.54798e-09,7.63392e-16,1.03447e-20,2.89259e-09,5.73889e-09,1.70307e-08,4.43306e-08,1.40331e-08,6.76042e-10,1.14269e-09,2.79137e-09,1.25087e-10,1.00091e-10,1.51788e-09,2.07494e-08,7.18381e-10,3.77362e-11,9.60889e-09,6.86987e-09,2.10389e-09,4.524e-10,2.036e-10,4.89465e-13,4.97609e-09,2.39279e-09,2.85583e-08,2.87978e-14,4.5612e-11,7.17694e-09,1.63451e-10,3.55796e-13,6.90945e-09,5.04053e-09,8.31811e-09,7.86258e-09,6.04142e-11,8.76488e-11,1.03661e-08,0.000531406,8.30689e-09,4.00556e-09,1.59495e-10,2.29539e-10,1.41508e-15,4.5861e-09,3.2158e-09,2.7878e-09,2.19404e-13,2.66483e-14,7.01932e-11,8.81372e-12,9.59017e-12,3.21906e-11,1.23988e-09,2.31216e-10,5.52132e-15,0,4.94654e-10,1.67313e-15,2.32403e-12,2.20765e-11,1.53681e-11,1.04211e-11,1.52573e-10,3.6485e-09,1.43689e-10,0.000179279,5.57647e-09,3.63242e-13,1.92013e-13,3.08555e-20,1.96248e-12,4.30211e-11,5.67654e-05,2.14575e-14,2.58475e-49,6.12116e-14,0,1.40255e-06,9.37697e-17,4.12423e-11,7.24149e-14,8.52107e-11,1.29399e-07,1.39623e-23,4.1317e-15,6.6414e-12,6.58552e-19,5.79415e-20,3.49677e-10,1.56062e-16,1.57349e-12,2.21822e-08,1.53582e-18,5.03288e-16,4.03484e-14,3.43156e-12,7.32963e-15,2.75816e-21,7.60234e-13,9.96899e-14,5.06561e-16,8.49284e-15,1.43394e-12,8.19884e-13,8.54495e-14,2.68018e-13,6.69906e-09,1.32833e-17,8.93211e-15,3.33777e-11,3.69552e-17,4.18465e-13,8.87238e-12,1.00206e-15,3.3967e-14,1.39719e-18,7.71495e-13,3.23376e-17,2.69115e-18,5.44212e-14,1.73567e-13,1.13472e-13,4.31354e-10,1.14486e-15,4.6487e-16,1.34719e-16,3.17156e-16,1.31375e-17,3.52336e-16,4.24952e-16,3.38452e-17,2.72705e-17,1.6834e-14,2.08427e-15,1.03881e-14,4.78055e-16,7.28943e-15,1.3346e-11,1.41534e-16,3.28189e-16,4.73969e-15,6.77731e-18,2.33037e-17,8.44638e-17,1.68918e-15,4.87435e-17,9.96307e-16,1.51442e-14,2.76224e-16,1.23605e-15,4.34498e-15,2.85743e-13,3.49426e-09,1.14717e-09,3.72404e-13,1.55787e-11,3.03422e-09,5.35936e-09,2.36124e-09,4.02803e-15,4.06177e-17,2.47067e-16,3.07071e-18,3.58679e-18,7.75156e-13,9.6841e-18,2.34514e-17,3.69171e-15,6.30128e-15,7.03605e-14,1.63539e-14,9.972e-20,3.24271e-17,2.19907e-13,1.15714e-15,1.24714e-16,3.32849e-14,2.09633e-16,2.53802e-15,4.76112e-12,4.30455e-18,1.38503e-19,1.10653e-11,1.19979e-18,3.59062e-17,5.1305e-11,6.69964e-10,5.77734e-13,6.26448e-12,1.35904e-15,3.6336e-15,3.60419e-15,3.61248e-14,8.02206e-15,5.71755e-13,5.58132e-13,5.51678e-12,1.71491e-12,2.41528e-15,1.32815e-14,3.84643e-52,2.35673e-13,4.29992e-52,7.61787e-15,4.22072e-51,3.6442e-15,6.97761e-14,1.41041e-51,6.67295e-13,3.84803e-05
